id_transaccion,fecha,cliente_id,tipo_transaccion,monto,categoria,ciudad,canal,hora,estado,monto_absoluto,año,mes,dia_semana,trimestre,rango_monto,hora_num,sospechosa
TRX000938,2023-11-26,CLI1550,Pago De Servicio,-1593158.59,Alimentación,Cartagena,Web,17:20,Exitosa,1593158.59,2023,11,6,Q4,Grande,17,False
TRX004701,2024-05-03,CLI2491,Retiro,-695932.12,Sin Categoría,Medellín,Cajero,15:45,Pendiente,695932.12,2024,5,4,Q2,Grande,15,False
TRX006616,2024-09-19,CLI1325,Transferencia,4029082.82,Transporte,Medellín,Web,07:57,Exitosa,4029082.82,2024,9,3,Q3,Muy Grande,7,True
TRX001833,2024-06-17,CLI2816,Retiro,-1456965.68,Servicios,Cartagena,Cajero,05:33,Exitosa,1456965.68,2024,6,0,Q2,Grande,5,False
TRX003594,2023-06-21,CLI4730,Deposito,2504005.91,Educacion,Cartagena,Web,9:54,Pendiente,2504005.91,2023,6,2,Q2,Muy Grande,9,False
TRX004520,2024-01-17,CLI1120,Retiro,-958809.2,Servicios,Cartagena,Web,0:38,Fallida,958809.2,2024,1,2,Q1,Grande,0,False
TRX005142,2024-06-12,CLI3123,Transferencia,4531002.26,Transporte,Bogotá,Web,00:25,Pendiente,4531002.26,2024,6,2,Q2,Muy Grande,0,True
TRX004862,2024-08-26,CLI2411,Depósito,2021658.98,Sin Categoría,Cali,Sucursal,03:10,Exitosa,2021658.98,2024,8,0,Q3,Muy Grande,3,True
TRX003686,2024-10-24,CLI1274,Depósito,4658555.76,Alimentación,Bogotá,Sucursal,20:45,Exitosa,4658555.76,2024,10,3,Q4,Muy Grande,20,True
TRX002727,2023-05-29,CLI4026,Transferencia,488932.45,Alimentación,Cartagena,Web,05:45,Fallida,488932.45,2023,5,0,Q2,Mediano,5,False
TRX005474,2024-12-28,CLI3599,Retiro,-2245636.28,Salud,Cali,Sucursal,00:17,Exitosa,2245636.28,2024,12,5,Q4,Muy Grande,0,True
TRX002518,2024-12-03,CLI3399,Transferencia,4051061.31,Salud,Cali,App Móvil,04:22,Fallida,4051061.31,2024,12,1,Q4,Muy Grande,4,True
TRX007032,2024-02-15,CLI4993,Compra,-1479255.98,Alimentación,Medellín,Sucursal,15:19,Pendiente,1479255.98,2024,2,3,Q1,Grande,15,False
TRX004253,2024-03-17,CLI1854,Retiro,-1170651.28,Otros,Bogotá,Sucursal,04:07,Fallida,1170651.28,2024,3,6,Q1,Grande,4,True
TRX006916,2023-12-06,CLI2645,Depósito,4170364.58,Entretenimiento,Barranquilla,Sucursal,6:35,Exitosa,4170364.58,2023,12,2,Q4,Muy Grande,6,True
TRX000621,2024-10-01,CLI4739,Retiro,-1738040.36,Servicios,Medellín,Web,0:37,Fallida,1738040.36,2024,10,1,Q4,Grande,0,True
TRX001841,2023-07-11,CLI1692,Pago De Servicio,-4588044.66,Alimentación,Cartagena,Cajero,14:18,Exitosa,4588044.66,2023,7,1,Q3,Muy Grande,14,True
TRX007669,2024-07-12,CLI4998,Retiro,-79600.72,Educación,Cartagena,App Móvil,21:09,Pendiente,79600.72,2024,7,4,Q3,Pequeño,21,False
TRX007703,2023-07-22,CLI1664,Transferencia,4446893.9,Alimentacion,Bogotá,Sucursal,10:11,Fallida,4446893.9,2023,7,5,Q3,Muy Grande,10,True
TRX001747,2024-04-07,CLI2679,Depósito,2087884.87,Alimentacion,Bogotá,Sucursal,10:14,Exitosa,2087884.87,2024,4,6,Q2,Muy Grande,10,False
TRX000479,2024-12-24,CLI4623,Transferencia,2482824.06,Transporte,Cali,Web,15:48,Pendiente,2482824.06,2024,12,1,Q4,Muy Grande,15,False
TRX001353,2024-06-27,CLI3030,Deposito,4602775.11,Transporte,Medellín,Cajero,11:46,Pendiente,4602775.11,2024,6,3,Q2,Muy Grande,11,True
TRX003729,2024-06-15,CLI1574,Transferencia,1491782.68,Transporte,Cartagena,Cajero,02:29,Fallida,1491782.68,2024,6,5,Q2,Grande,2,True
TRX004533,2024-04-30,CLI4585,Retiro,-1758118.06,Sin Categoría,Barranquilla,App Móvil,21:02,Exitosa,1758118.06,2024,4,1,Q2,Grande,21,False
TRX007658,2024-06-12,CLI3546,Depósito,1997450.13,Sin Categoría,Medellín,Sucursal,04:23,Exitosa,1997450.13,2024,6,2,Q2,Grande,4,True
TRX003899,2024-07-04,CLI1164,Transferencia,934967.66,Salario,Cali,Sucursal,04:47,Exitosa,934967.66,2024,7,3,Q3,Grande,4,False
TRX001920,2024-10-19,CLI4495,Depósito,4367303.79,Educación,Cartagena,Cajero,02:54,Exitosa,4367303.79,2024,10,5,Q4,Muy Grande,2,True
TRX002035,2024-05-05,CLI3177,Deposito,1264774.21,Sin Categoría,Cartagena,Cajero,08:10,Exitosa,1264774.21,2024,5,6,Q2,Grande,8,False
TRX001034,2024-06-27,CLI3398,Depósito,1551553.52,Educacion,Bogotá,App Móvil,07:55,Fallida,1551553.52,2024,6,3,Q2,Grande,7,False
TRX002421,2023-06-06,CLI3438,Transferencia,588238.06,Alimentacion,Cartagena,Web,09:21,Fallida,588238.06,2023,6,1,Q2,Grande,9,False
TRX000287,2024-05-13,CLI2825,Depósito,1517348.15,Salud,Bogotá,App Móvil,16:05,Pendiente,1517348.15,2024,5,0,Q2,Grande,16,False
TRX000551,2023-07-07,CLI1589,Compra,-1538926.34,Educación,Bogotá,Cajero,19:20,Exitosa,1538926.34,2023,7,4,Q3,Grande,19,False
TRX003353,2023-06-23,CLI2799,Pago De Servicio,-1378549.95,Educacion,Cali,Sucursal,00:18,Fallida,1378549.95,2023,6,4,Q2,Grande,0,True
TRX005629,2023-11-10,CLI4623,Depósito,3123404.17,Servicios,Bogotá,Web,22:32,Fallida,3123404.17,2023,11,4,Q4,Muy Grande,22,True
TRX006819,2024-07-23,CLI1125,Deposito,3707718.25,Servicios,Barranquilla,Sucursal,16:36,Exitosa,3707718.25,2024,7,1,Q3,Muy Grande,16,True
TRX004205,2023-01-07,CLI1506,Pago De Servicio,-4735250.01,Entretenimiento,Cali,App Móvil,08:09,Exitosa,4735250.01,2023,1,5,Q1,Muy Grande,8,True
TRX006511,2024-12-29,CLI2410,Retiro,-638507.34,Alimentacion,Cali,Sucursal,12:21,Exitosa,638507.34,2024,12,6,Q4,Grande,12,False
TRX004909,2024-01-07,CLI4074,Transferencia,1412554.34,Alimentación,Bogotá,Sucursal,22:32,Exitosa,1412554.34,2024,1,6,Q1,Grande,22,False
TRX001536,2024-05-25,CLI4735,Retiro,-1334904.55,Transporte,Barranquilla,Web,03:20,Exitosa,1334904.55,2024,5,5,Q2,Grande,3,True
TRX001426,2023-06-08,CLI1777,Pago De Servicio,-3965954.61,Entretenimiento,Bogotá,Sucursal,03:43,Exitosa,3965954.61,2023,6,3,Q2,Muy Grande,3,True
TRX001616,2024-02-25,CLI2638,Transferencia,4995360.53,Transporte,Bogotá,Web,01:24,Pendiente,4995360.53,2024,2,6,Q1,Muy Grande,1,True
TRX002575,2024-05-21,CLI3634,Deposito,1601177.76,Alimentación,Cartagena,App Móvil,02:43,Exitosa,1601177.76,2024,5,1,Q2,Grande,2,True
TRX004576,2024-01-26,CLI3595,Compra,-1033406.04,Transporte,Cartagena,Sucursal,21:49,Pendiente,1033406.04,2024,1,4,Q1,Grande,21,False
TRX005500,2024-08-29,CLI1245,Compra,-1610499.57,Sin Categoría,Bogotá,Sucursal,7:39,Exitosa,1610499.57,2024,8,3,Q3,Grande,7,False
TRX007087,2023-09-18,CLI4627,Depósito,2349618.06,Alimentación,Cali,Cajero,17:38,Exitosa,2349618.06,2023,9,0,Q3,Muy Grande,17,False
TRX002264,2023-03-26,CLI1392,Deposito,2612380.06,Transporte,Medellín,Web,01:43,Exitosa,2612380.06,2023,3,6,Q1,Muy Grande,1,True
TRX005594,2023-12-31,CLI2031,Transferencia,1437177.49,Sin Categoría,Medellín,App Móvil,05:26,Pendiente,1437177.49,2023,12,6,Q4,Grande,5,False
TRX003004,2024-12-10,CLI2105,Retiro,-4636365.58,Salario,Bogotá,App Móvil,02:17,Exitosa,4636365.58,2024,12,1,Q4,Muy Grande,2,True
TRX001624,2024-11-18,CLI2340,Retiro,-1520757.27,Transporte,Bogotá,App Móvil,00:21,Exitosa,1520757.27,2024,11,0,Q4,Grande,0,True
TRX004032,2023-01-24,CLI2189,Pago De Servicio,-1263371.28,Transporte,Bogotá,Cajero,02:39,Exitosa,1263371.28,2023,1,1,Q1,Grande,2,True
TRX006608,2024-01-09,CLI2381,Deposito,2868393.4,Alimentacion,Cali,Cajero,06:35,Pendiente,2868393.4,2024,1,1,Q1,Muy Grande,6,False
TRX004280,2024-08-14,CLI1739,Transferencia,3224865.5,Sin Categoría,Bogotá,Web,23:48,Pendiente,3224865.5,2024,8,2,Q3,Muy Grande,23,True
TRX002570,2024-08-29,CLI1688,Pago De Servicio,-792735.39,Alimentacion,Cali,Sucursal,13:33,Fallida,792735.39,2024,8,3,Q3,Grande,13,False
TRX003210,2024-01-24,CLI2979,Transferencia,3050719.38,Educacion,Cartagena,Sucursal,23:08,Pendiente,3050719.38,2024,1,2,Q1,Muy Grande,23,True
TRX006277,2024-08-04,CLI2686,Transferencia,4223282.15,Alimentación,Cartagena,Sucursal,16:58,Fallida,4223282.15,2024,8,6,Q3,Muy Grande,16,True
TRX001745,2023-07-08,CLI2625,Deposito,3230099.17,Transporte,Cartagena,Sucursal,12:53,Fallida,3230099.17,2023,7,5,Q3,Muy Grande,12,True
TRX004735,2024-09-11,CLI2164,Pago De Servicio,-990775.29,Alimentación,Cartagena,Cajero,01:17,Exitosa,990775.29,2024,9,2,Q3,Grande,1,False
TRX006076,2023-03-21,CLI3727,Retiro,-711090.15,Transporte,Barranquilla,Cajero,05:16,Exitosa,711090.15,2023,3,1,Q1,Grande,5,False
TRX003863,2023-07-11,CLI4707,Depósito,860634.02,Sin Categoría,Cali,Sucursal,17:13,Exitosa,860634.02,2023,7,1,Q3,Grande,17,False
TRX007230,2024-12-20,CLI3576,Transferencia,4018612.2,Otros,Medellín,Sucursal,04:55,Exitosa,4018612.2,2024,12,4,Q4,Muy Grande,4,True
TRX000702,2024-10-21,CLI1500,Depósito,3718160.67,Entretenimiento,Cartagena,Cajero,04:54,Pendiente,3718160.67,2024,10,0,Q4,Muy Grande,4,True
TRX004723,2024-07-19,CLI4482,Pago De Servicio,-2104817.27,Educacion,Bogotá,Web,23:22,Pendiente,2104817.27,2024,7,4,Q3,Muy Grande,23,False
TRX004935,2023-09-01,CLI3463,Retiro,-85389.06,Alimentación,Barranquilla,Cajero,15:12,Exitosa,85389.06,2023,9,4,Q3,Pequeño,15,False
TRX003096,2024-02-09,CLI4152,Deposito,3742945.16,Entretenimiento,Bogotá,Web,1:21,Exitosa,3742945.16,2024,2,4,Q1,Muy Grande,1,True
TRX004330,2024-04-21,CLI4860,Pago De Servicio,-3748493.42,Servicios,Cali,Web,13:46,Exitosa,3748493.42,2024,4,6,Q2,Muy Grande,13,True
TRX005550,2024-07-22,CLI2975,Depósito,639114.53,Transporte,Barranquilla,Cajero,15:18,Pendiente,639114.53,2024,7,0,Q3,Grande,15,False
TRX004547,2024-10-07,CLI3139,Transferencia,2414036.18,Servicios,Bogotá,Cajero,20:51,Exitosa,2414036.18,2024,10,0,Q4,Muy Grande,20,False
TRX005915,2023-05-26,CLI2052,Depósito,4539986.91,Alimentación,Bogotá,Sucursal,10:13,Exitosa,4539986.91,2023,5,4,Q2,Muy Grande,10,True
TRX002846,2023-11-17,CLI2180,Depósito,1649504.95,Transporte,Medellín,App Móvil,00:20,Exitosa,1649504.95,2023,11,4,Q4,Grande,0,True
TRX002523,2024-03-26,CLI1127,Transferencia,2015837.52,Transporte,Cali,Cajero,22:30,Fallida,2015837.52,2024,3,1,Q1,Muy Grande,22,False
TRX005038,2024-07-22,CLI1376,Depósito,2623936.46,Servicios,Cartagena,Sucursal,18:49,Exitosa,2623936.46,2024,7,0,Q3,Muy Grande,18,False
TRX000834,2023-11-14,CLI3401,Deposito,515837.0,Salud,Cali,Cajero,8:41,Exitosa,515837.0,2023,11,1,Q4,Grande,8,False
TRX007749,2023-03-15,CLI4192,Compra,-730440.03,Salario,Cartagena,Cajero,16:59,Pendiente,730440.03,2023,3,2,Q1,Grande,16,False
TRX004029,2024-06-27,CLI2654,Pago De Servicio,-1396514.64,Transporte,Barranquilla,Web,0:42,Exitosa,1396514.64,2024,6,3,Q2,Grande,0,True
TRX000550,2023-02-16,CLI3412,Transferencia,4316772.96,Salario,Cali,Web,16:20,Exitosa,4316772.96,2023,2,3,Q1,Muy Grande,16,True
TRX001021,2024-10-17,CLI1924,Transferencia,820720.85,Transporte,Bogotá,Cajero,16:51,Exitosa,820720.85,2024,10,3,Q4,Grande,16,False
TRX000249,2023-11-09,CLI4297,Compra,-853375.53,Salud,Barranquilla,App Móvil,06:29,Pendiente,853375.53,2023,11,3,Q4,Grande,6,False
TRX002339,2023-10-11,CLI2564,Deposito,3553745.11,Servicios,Cali,Sucursal,06:04,Fallida,3553745.11,2023,10,2,Q4,Muy Grande,6,True
TRX006568,2024-12-12,CLI2303,Depósito,618241.56,Salario,Cartagena,Sucursal,16:36,Exitosa,618241.56,2024,12,3,Q4,Grande,16,False
TRX000297,2023-10-15,CLI4447,Transferencia,4461920.34,Entretenimiento,Cali,Cajero,23:04,Exitosa,4461920.34,2023,10,6,Q4,Muy Grande,23,True
TRX004126,2024-02-01,CLI3344,Deposito,1394305.22,Transporte,Barranquilla,Cajero,10:50,Exitosa,1394305.22,2024,2,3,Q1,Grande,10,False
TRX000058,2024-11-09,CLI2180,Retiro,-4077151.87,Alimentacion,Medellín,Web,02:20,Fallida,4077151.87,2024,11,5,Q4,Muy Grande,2,True
TRX005104,2023-12-07,CLI4382,Retiro,-14313.07,Alimentación,Cartagena,App Móvil,00:02,Fallida,14313.07,2023,12,3,Q4,Pequeño,0,False
TRX007848,2024-07-16,CLI2669,Compra,-1370606.34,Alimentacion,Medellín,Cajero,21:46,Exitosa,1370606.34,2024,7,1,Q3,Grande,21,False
TRX007634,2024-05-09,CLI2051,Retiro,-974654.59,Sin Categoría,Barranquilla,Cajero,02:37,Pendiente,974654.59,2024,5,3,Q2,Grande,2,False
TRX004695,2023-05-04,CLI1145,Depósito,1914519.29,Servicios,Barranquilla,App Móvil,04:57,Exitosa,1914519.29,2023,5,3,Q2,Grande,4,True
TRX004059,2024-02-06,CLI4680,Depósito,2602966.15,Alimentacion,Cartagena,Cajero,08:48,Exitosa,2602966.15,2024,2,1,Q1,Muy Grande,8,False
TRX000101,2024-09-09,CLI3689,Transferencia,1700142.08,Alimentación,Bogotá,App Móvil,09:41,Pendiente,1700142.08,2024,9,0,Q3,Grande,9,False
TRX004717,2024-05-20,CLI4529,Compra,-1113335.03,Otros,Cartagena,Sucursal,13:53,Pendiente,1113335.03,2024,5,0,Q2,Grande,13,False
TRX004809,2024-09-10,CLI3903,Compra,-287824.27,Educación,Cali,Sucursal,15:49,Exitosa,287824.27,2024,9,1,Q3,Mediano,15,False
TRX003980,2023-01-01,CLI1391,Retiro,-1137975.19,Alimentación,Medellín,Cajero,13:15,Exitosa,1137975.19,2023,1,6,Q1,Grande,13,False
TRX002964,2024-06-15,CLI2267,Compra,-21059.2,Salario,Cali,Cajero,00:18,Exitosa,21059.2,2024,6,5,Q2,Pequeño,0,False
TRX002671,2024-09-09,CLI3291,Retiro,-1187564.18,Transporte,Cartagena,App Móvil,19:22,Exitosa,1187564.18,2024,9,0,Q3,Grande,19,False
TRX000533,2024-02-29,CLI4091,Deposito,3165729.99,Entretenimiento,Bogotá,Web,07:08,Fallida,3165729.99,2024,2,3,Q1,Muy Grande,7,True
TRX002756,2024-06-30,CLI1543,Compra,-19446.81,Entretenimiento,Cali,Cajero,12:01,Exitosa,19446.81,2024,6,6,Q2,Pequeño,12,False
TRX002226,2023-04-09,CLI2283,Retiro,-1224414.21,Sin Categoría,Cali,App Móvil,15:18,Exitosa,1224414.21,2023,4,6,Q2,Grande,15,False
TRX001371,2024-05-23,CLI3241,Deposito,4034025.05,Salario,Barranquilla,Cajero,04:01,Exitosa,4034025.05,2024,5,3,Q2,Muy Grande,4,True
TRX007356,2023-04-11,CLI4771,Transferencia,1680234.54,Entretenimiento,Bogotá,App Móvil,01:37,Exitosa,1680234.54,2023,4,1,Q2,Grande,1,True
TRX000347,2024-04-09,CLI2503,Depósito,3890793.64,Alimentacion,Barranquilla,Sucursal,00:39,Exitosa,3890793.64,2024,4,1,Q2,Muy Grande,0,True
TRX004748,2024-02-29,CLI1021,Transferencia,3185307.59,Salario,Cartagena,App Móvil,13:45,Exitosa,3185307.59,2024,2,3,Q1,Muy Grande,13,True
TRX006496,2023-09-28,CLI2152,Retiro,-1669616.89,Alimentación,Barranquilla,Web,01:33,Exitosa,1669616.89,2023,9,3,Q3,Grande,1,True
TRX007944,2024-04-19,CLI4114,Compra,-20674.05,Servicios,Medellín,App Móvil,20:43,Exitosa,20674.05,2024,4,4,Q2,Pequeño,20,False
TRX001836,2024-04-14,CLI2241,Compra,-1540516.07,Salud,Bogotá,Cajero,02:02,Exitosa,1540516.07,2024,4,6,Q2,Grande,2,True
TRX000682,2023-04-26,CLI3928,Transferencia,889317.35,Alimentación,Bogotá,Cajero,10:7,Exitosa,889317.35,2023,4,2,Q2,Grande,10,False
TRX000435,2023-10-11,CLI1852,Depósito,1008909.02,Educacion,Bogotá,Web,15:11,Exitosa,1008909.02,2023,10,2,Q4,Grande,15,False
TRX003483,2023-09-29,CLI4103,Pago De Servicio,-983670.44,Transporte,Cartagena,Web,14:59,Exitosa,983670.44,2023,9,4,Q3,Grande,14,False
TRX006700,2023-07-09,CLI2825,Pago De Servicio,-4886639.01,Transporte,Cali,Sucursal,09:50,Exitosa,4886639.01,2023,7,6,Q3,Muy Grande,9,True
TRX003850,2024-09-01,CLI1278,Retiro,-1037509.54,Alimentacion,Barranquilla,App Móvil,16:48,Fallida,1037509.54,2024,9,6,Q3,Grande,16,False
TRX001490,2023-01-18,CLI3991,Compra,-617130.91,Educacion,Barranquilla,Sucursal,21:11,Exitosa,617130.91,2023,1,2,Q1,Grande,21,False
TRX004040,2023-11-12,CLI1180,Retiro,-1537749.52,Alimentación,Cali,Cajero,21:32,Pendiente,1537749.52,2023,11,6,Q4,Grande,21,False
TRX004824,2023-05-29,CLI1194,Depósito,1001957.8,Servicios,Bogotá,Sucursal,01:58,Exitosa,1001957.8,2023,5,0,Q2,Grande,1,True
TRX004016,2024-11-26,CLI2086,Transferencia,2743451.33,Alimentación,Cartagena,Sucursal,04:10,Exitosa,2743451.33,2024,11,1,Q4,Muy Grande,4,True
TRX006847,2024-03-06,CLI1746,Retiro,-641024.06,Sin Categoría,Barranquilla,Cajero,22:03,Fallida,641024.06,2024,3,2,Q1,Grande,22,False
TRX006785,2024-01-03,CLI1149,Retiro,-2452677.53,Alimentacion,Medellín,Sucursal,00:12,Exitosa,2452677.53,2024,1,2,Q1,Muy Grande,0,True
TRX007035,2023-07-01,CLI4703,Deposito,758833.37,Salario,Barranquilla,Cajero,10:28,Exitosa,758833.37,2023,7,5,Q3,Grande,10,False
TRX007357,2023-08-24,CLI1860,Pago De Servicio,-850013.17,Educación,Cali,Cajero,17:55,Exitosa,850013.17,2023,8,3,Q3,Grande,17,False
TRX006267,2023-01-10,CLI1081,Pago De Servicio,-204850.04,Alimentación,Barranquilla,Sucursal,02:59,Pendiente,204850.04,2023,1,1,Q1,Mediano,2,False
TRX001182,2023-01-17,CLI3239,Transferencia,678026.7,Salario,Cali,Cajero,19:44,Pendiente,678026.7,2023,1,1,Q1,Grande,19,False
TRX001376,2023-12-09,CLI3608,Transferencia,1204215.56,Transporte,Medellín,Sucursal,0:49,Fallida,1204215.56,2023,12,5,Q4,Grande,0,True
TRX007795,2023-08-19,CLI1725,Pago De Servicio,-3289963.93,Salud,Cartagena,App Móvil,09:10,Pendiente,3289963.93,2023,8,5,Q3,Muy Grande,9,True
TRX002030,2024-10-31,CLI1167,Pago De Servicio,-1143311.12,Educación,Bogotá,Web,07:31,Fallida,1143311.12,2024,10,3,Q4,Grande,7,False
TRX004487,2024-12-13,CLI4994,Retiro,-944789.21,Alimentación,Barranquilla,App Móvil,02:19,Exitosa,944789.21,2024,12,4,Q4,Grande,2,False
TRX006966,2023-10-30,CLI1793,Transferencia,1700729.92,Entretenimiento,Cartagena,Web,03:28,Exitosa,1700729.92,2023,10,0,Q4,Grande,3,True
TRX000627,2023-04-29,CLI4911,Transferencia,3330078.45,Entretenimiento,Bogotá,Sucursal,05:48,Exitosa,3330078.45,2023,4,5,Q2,Muy Grande,5,True
TRX007512,2024-02-28,CLI4597,Pago De Servicio,-966774.45,Alimentacion,Medellín,App Móvil,21:42,Exitosa,966774.45,2024,2,2,Q1,Grande,21,False
TRX006933,2023-05-28,CLI1407,Pago De Servicio,-1111405.09,Otros,Medellín,Sucursal,11:46,Exitosa,1111405.09,2023,5,6,Q2,Grande,11,False
TRX005147,2023-04-05,CLI1870,Deposito,3172783.37,Salud,Bogotá,Cajero,21:44,Pendiente,3172783.37,2023,4,2,Q2,Muy Grande,21,True
TRX005225,2024-10-20,CLI1141,Compra,-400626.19,Transporte,Medellín,Cajero,19:52,Exitosa,400626.19,2024,10,6,Q4,Mediano,19,False
TRX006730,2024-01-11,CLI3389,Retiro,-1927065.6,Salario,Cali,Cajero,02:52,Exitosa,1927065.6,2024,1,3,Q1,Grande,2,True
TRX000085,2024-01-19,CLI2044,Transferencia,3449764.13,Otros,Medellín,Cajero,02:05,Exitosa,3449764.13,2024,1,4,Q1,Muy Grande,2,True
TRX005966,2024-09-09,CLI3639,Depósito,909853.39,Entretenimiento,Barranquilla,Sucursal,17:50,Exitosa,909853.39,2024,9,0,Q3,Grande,17,False
TRX002800,2024-07-19,CLI4659,Transferencia,1958463.25,Alimentación,Bogotá,Web,03:57,Exitosa,1958463.25,2024,7,4,Q3,Grande,3,True
TRX002904,2024-04-04,CLI3675,Pago De Servicio,-3595523.06,Alimentacion,Cartagena,Sucursal,02:14,Exitosa,3595523.06,2024,4,3,Q2,Muy Grande,2,True
TRX005157,2023-01-27,CLI1146,Transferencia,1611186.28,Sin Categoría,Cartagena,Web,10:49,Exitosa,1611186.28,2023,1,4,Q1,Grande,10,False
TRX002095,2023-10-15,CLI1321,Retiro,-404028.25,Alimentación,Medellín,Cajero,09:00,Exitosa,404028.25,2023,10,6,Q4,Mediano,9,False
TRX002253,2023-04-05,CLI1044,Retiro,-3235467.76,Transporte,Bogotá,Web,04:14,Pendiente,3235467.76,2023,4,2,Q2,Muy Grande,4,True
TRX006539,2024-10-06,CLI2120,Deposito,3314097.95,Salario,Cali,Web,01:59,Exitosa,3314097.95,2024,10,6,Q4,Muy Grande,1,True
TRX000419,2023-10-18,CLI1898,Compra,-394228.27,Alimentación,Medellín,Sucursal,19:40,Exitosa,394228.27,2023,10,2,Q4,Mediano,19,False
TRX004265,2023-11-30,CLI2692,Retiro,-951217.55,Alimentacion,Barranquilla,Web,13:11,Fallida,951217.55,2023,11,3,Q4,Grande,13,False
TRX006833,2024-09-15,CLI2315,Retiro,-1597240.98,Educación,Cali,App Móvil,09:25,Exitosa,1597240.98,2024,9,6,Q3,Grande,9,False
TRX005826,2024-05-24,CLI3701,Pago De Servicio,-336551.43,Alimentacion,Cartagena,Web,01:39,Exitosa,336551.43,2024,5,4,Q2,Mediano,1,False
TRX007256,2024-08-31,CLI3246,Pago De Servicio,-2994903.31,Salario,Cali,Sucursal,03:21,Fallida,2994903.31,2024,8,5,Q3,Muy Grande,3,True
TRX005058,2024-06-26,CLI4912,Retiro,-103846.16,Alimentación,Bogotá,Web,15:50,Fallida,103846.16,2024,6,2,Q2,Mediano,15,False
TRX002866,2024-11-30,CLI2068,Pago De Servicio,-1060733.64,Educación,Cartagena,Cajero,13:28,Fallida,1060733.64,2024,11,5,Q4,Grande,13,False
TRX000294,2024-07-16,CLI4487,Transferencia,3241138.84,Alimentación,Cali,Cajero,08:06,Exitosa,3241138.84,2024,7,1,Q3,Muy Grande,8,True
TRX003784,2024-09-13,CLI3084,Retiro,-1203417.36,Otros,Cartagena,Web,15:36,Pendiente,1203417.36,2024,9,4,Q3,Grande,15,False
TRX004438,2024-01-06,CLI2172,Transferencia,145393.27,Alimentación,Barranquilla,Web,17:42,Exitosa,145393.27,2024,1,5,Q1,Mediano,17,False
TRX006699,2023-05-04,CLI1943,Pago De Servicio,-1633240.24,Sin Categoría,Cali,Sucursal,18:55,Exitosa,1633240.24,2023,5,3,Q2,Grande,18,False
TRX004950,2024-08-11,CLI4238,Transferencia,1074232.26,Salud,Medellín,Cajero,04:50,Exitosa,1074232.26,2024,8,6,Q3,Grande,4,True
TRX007558,2023-12-11,CLI4372,Pago De Servicio,-3716878.67,Transporte,Barranquilla,Cajero,06:33,Pendiente,3716878.67,2023,12,0,Q4,Muy Grande,6,True
TRX007691,2023-09-12,CLI3223,Depósito,4775393.91,Educacion,Cali,Cajero,19:34,Fallida,4775393.91,2023,9,1,Q3,Muy Grande,19,True
TRX005776,2024-02-09,CLI1669,Retiro,-984779.59,Transporte,Bogotá,Web,01:08,Exitosa,984779.59,2024,2,4,Q1,Grande,1,False
TRX001150,2024-09-08,CLI3484,Pago De Servicio,-782017.49,Entretenimiento,Barranquilla,App Móvil,10:21,Exitosa,782017.49,2024,9,6,Q3,Grande,10,False
TRX004569,2023-08-29,CLI1444,Pago De Servicio,-1471705.13,Entretenimiento,Medellín,App Móvil,13:06,Exitosa,1471705.13,2023,8,1,Q3,Grande,13,False
TRX002267,2024-12-28,CLI4973,Transferencia,1243818.35,Transporte,Barranquilla,App Móvil,17:43,Fallida,1243818.35,2024,12,5,Q4,Grande,17,False
TRX006134,2023-08-25,CLI4919,Transferencia,4321358.32,Salud,Bogotá,Sucursal,10:58,Exitosa,4321358.32,2023,8,4,Q3,Muy Grande,10,True
TRX007994,2023-04-06,CLI1525,Transferencia,4374715.65,Salud,Medellín,Sucursal,14:15,Exitosa,4374715.65,2023,4,3,Q2,Muy Grande,14,True
TRX006534,2024-01-12,CLI4480,Deposito,1931031.02,Transporte,Cartagena,Web,10:23,Pendiente,1931031.02,2024,1,4,Q1,Grande,10,False
TRX006160,2023-03-03,CLI2556,Pago De Servicio,-1444620.36,Entretenimiento,Medellín,Web,7:25,Exitosa,1444620.36,2023,3,4,Q1,Grande,7,False
TRX002865,2023-11-14,CLI1698,Retiro,-453162.73,Entretenimiento,Medellín,Web,22:12,Pendiente,453162.73,2023,11,1,Q4,Mediano,22,False
TRX000439,2024-08-05,CLI3835,Depósito,1438990.57,Alimentación,Barranquilla,Web,13:10,Exitosa,1438990.57,2024,8,0,Q3,Grande,13,False
TRX004988,2024-06-19,CLI3276,Depósito,1578139.28,Educacion,Medellín,Cajero,22:11,Exitosa,1578139.28,2024,6,2,Q2,Grande,22,False
TRX001299,2023-01-01,CLI4401,Depósito,4693579.85,Salario,Medellín,Web,07:59,Exitosa,4693579.85,2023,1,6,Q1,Muy Grande,7,True
TRX005816,2024-04-24,CLI3451,Retiro,-2395488.72,Servicios,Bogotá,Web,07:46,Exitosa,2395488.72,2024,4,2,Q2,Muy Grande,7,False
TRX004539,2024-08-16,CLI4231,Pago De Servicio,-165583.92,Alimentación,Bogotá,App Móvil,09:34,Fallida,165583.92,2024,8,4,Q3,Mediano,9,False
TRX002389,2024-03-04,CLI3808,Pago De Servicio,-3928040.27,Salud,Medellín,App Móvil,1:59,Pendiente,3928040.27,2024,3,0,Q1,Muy Grande,1,True
TRX002222,2024-04-14,CLI2653,Depósito,690037.04,Salud,Barranquilla,Web,05:32,Exitosa,690037.04,2024,4,6,Q2,Grande,5,False
